"length"	"gene_num"	"phyla"	"in_num"	"out_num"	"quality"	"mro"	"mip"
"A028_bin.107.filtered"	1777362	1453	"p__Bacillota_A"	132	23	95.36	0.61221905636	2.23920671243326
"A028_bin.42.filtered"	2500876	2303	"p__Bacillota_A"	106	18	98.98	0.546148352122223	1.4881769641495
"A035_bin.173.filtered"	2358005	2240	"p__Bacillota_A"	140	27	97.11	0.581373317422114	1.9766590389016
"A035_bin.42.filtered"	1142145	1382	"p__Bacillota"	48	8	58.44	0.367128910303117	1.18077803203661
"A035_bin.44.filtered"	1794734	1666	"p__Bacillota_A"	119	16	95.04	0.583188159222329	1.5394355453852
"A035_bin.51.filtered"	1962883	1817	"p__Bacillota_A"	121	13	100	0.59736883075654	1.52448512585812
"A035_bin.67.filtered"	2691983	2514	"p__Bacillota_A"	111	18	94.64	0.55803985970047	1.05659801678108
"A038_bin.105.filtered"	2936584	2618	"p__Bacillota_A"	163	24	85.66	0.558769320181876	1.97086193745233
"A038_bin.127.filtered"	1161490	1176	"p__Bacillota_A"	53	19	70.51	0.43346607885157	1.05430968726163
"A038_bin.189.filtered"	3290195	2978	"p__Bacillota_A"	134	25	89.91	0.519056921023392	3.01144164759725
"A038_bin.69.filtered"	2791371	2500	"p__Bacillota_A"	110	28	90.55	0.53936123499226	1.85019069412662
"A038_bin.9.filtered"	2075576	1983	"p__Bacillota"	103	31	89.73	0.578140289108399	2.40183066361556
"A040_bin.56.filtered"	902877	1020	"p__Bacillota_A"	77	14	66.37	0.541732054146675	1.05736079328757
"A040_bin.5.filtered"	1899769	1464	"p__Bacteroidota"	105	28	64.78	0.488258567805579	2.30114416475973
"A042_bin.122.filtered"	2119525	1930	"p__Bacillota_A"	89	28	96.17	0.498701759942573	2.93928299008391
"A042_bin.126.filtered"	1954110	1862	"p__Bacillota_C"	119	30	97.45	0.52024613242946	2.07719298245614
"A042_bin.127.filtered"	2222440	1890	"p__Pseudomonadota"	129	26	98.34	0.455683414236746	2.33607932875667
"A042_bin.159.filtered"	1894904	1495	"p__Bacillota_A"	113	18	94.92	0.606612370256747	1.16155606407323
"A042_bin.177.filtered"	2993703	2571	"p__Bacillota_A"	133	19	98.27	0.60410545896965	1.07231121281465
"A042_bin.68.filtered"	2544123	2260	"p__Bacillota_A"	119	13	96.92	0.612169057279215	1.36582761250953
"A042_bin.82.filtered"	3120445	2870	"p__Bacillota_A"	133	23	95.48	0.590033308358526	1.61464530892449
"A042_bin.91.filtered"	2429058	1931	"p__Bacteroidota"	110	22	95.76	0.529517440691546	1.69336384439359
"A044_bin.123.filtered"	2245603	2051	"p__Bacillota_A"	125	13	94.77	0.522991606281073	1.52509534706331
"A044_bin.134.filtered"	1410385	1430	"p__Campylobacterota"	98	23	73.53	0.43873155115123	3.12433257055683
"A044_bin.158.filtered"	1419313	1534	"p__Bacillota"	137	20	85.17	0.569035970954777	2.37971014492754
"A044_bin.95.filtered"	1895479	1660	"p__Bacillota_A"	106	20	98.28	0.56063532560496	1.58093058733791
"A052_bin.157.filtered"	1717810	1513	"p__Bacillota_A"	115	18	94.34	0.582605199198034	0.763081617086194
"A052_bin.199.filtered"	2085616	1732	"p__Bacillota_A"	108	13	94.29	0.593752668161912	0.991914569031274
"A052_bin.20.filtered"	1500288	1233	"p__Bacillota_A"	78	16	99.57	0.567029866113086	1.3023646071701
"A052_bin.218.filtered"	3095840	2887	"p__Bacillota_A"	141	26	97.55	0.579870381314003	2.15072463768116
"A052_bin.67.filtered"	1820935	1785	"p__Bacillota_A"	83	18	94.52	0.493057465353753	1.00701754385965
"A052_bin.74.filtered"	2227656	2144	"p__Bacillota_A"	114	22	99.47	0.560261170097939	1.39618611746758
"A053_bin.168.filtered"	1983137	1870	"p__Bacillota_A"	128	23	98.52	0.616706423034176	1.52967200610221
"A053_bin.59.filtered"	2459435	2301	"p__Bacillota_A"	124	19	91.09	0.61126855439747	1.24866514111365
"A057_bin.128.filtered"	1983741	1610	"p__Actinomycetota"	109	22	97.36	0.539065637069006	2.36887871853547
"A057_bin.77.filtered"	1711402	1687	"p__Bacillota"	90	16	97.86	0.576518884221803	1.5629290617849
"A058_bin.111.filtered"	1925648	1710	"p__Bacillota_A"	92	15	87.23	0.575272254619383	1.63935926773455
"A058_bin.159.filtered"	1789907	1794	"p__Bacillota_A"	119	20	82.56	0.57011269642954	1.63447749809306
"A058_bin.169.filtered"	1548066	1439	"p__Bacillota_A"	76	18	89.66	0.460134893546306	1.68588863463005
"A058_bin.38.filtered"	1422587	1609	"p__Bacillota"	55	8	83.96	0.468533869381731	0.198016781083143
"A058_bin.48.filtered"	2081205	1691	"p__Bacteroidota"	98	28	89.53	0.517465384990961	2.41556064073227
"A058_bin.4.filtered"	1254393	1014	"p__Bacillota_A"	75	15	94.87	0.527365146193312	0.899618611746758
"A058_bin.55.filtered"	1446921	1262	"p__Bacillota_A"	105	18	82.83	0.55977611368945	1.52204424103738
"A058_bin.68.filtered"	1241980	1352	"p__Bacillota_A"	89	20	96.37	0.517152991885709	1.46071700991609
"A058_bin.94.filtered"	1513881	1467	"p__Bacillota_A"	135	22	55.78	0.55813641298219	1.89534706331045
"A060_bin.86.filtered"	1624054	1497	"p__Bacillota_A"	72	12	94.48	0.495702698384725	0.553318077803204
"A061_bin.165.filtered"	2634261	2458	"p__Bacillota_A"	160	26	92.47	0.553357903366168	3.25553012967201
"A061_bin.4.filtered"	352394	312	"p__Bacillota"	56	13	52.67	0.463267707043864	1.13089244851259
"A063_bin.103.filtered"	1517231	1546	"p__Bacillota_A"	80	22	85.97	0.500898544338711	1.02135774218154
"A063_bin.128.filtered"	2927884	2681	"p__Bacillota_A"	133	19	73.69	0.579244123795889	1.88329519450801
"A063_bin.131.filtered"	3274783	2940	"p__Bacillota_A"	114	27	89.8	0.559855884365763	1.83493516399695
"A063_bin.22.filtered"	2028257	1846	"p__Bacillota_A"	88	19	90.22	0.472439561650967	2.03447749809306
"A063_bin.47.filtered"	1382852	1234	"p__Bacillota_A"	111	20	85.76	0.590123629653286	2.07490465293669
"A063_bin.71.filtered"	2205509	2036	"p__Bacillota_A"	127	19	96.11	0.582680368410217	2.10816170861937
"A064_bin.104.filtered"	1724799	1642	"p__Bacillota_A"	127	13	85.62	0.596945056443528	1.31228070175439
"A064_bin.123.filtered"	1693981	1649	"p__Bacillota_A"	129	20	79.94	0.612402236007627	1.95575896262395
"A064_bin.159.filtered"	1815574	1783	"p__Bacillota_A"	102	13	78.17	0.565867367698637	0.970099160945843
"A064_bin.181.filtered"	2184732	2015	"p__Bacillota_A"	132	17	93.83	0.577797929803906	1.53668954996186
"A064_bin.5.filtered"	2885154	2413	"p__Actinomycetota"	120	22	90.53	0.584106362832983	3.05827612509535
"A064_bin.64.filtered"	2566736	2594	"p__Bacillota_A"	162	22	77.54	0.598924257970025	2.37238749046529
"A064_bin.67.filtered"	1606331	1635	"p__Bacillota_A"	87	14	76.16	0.496582315122226	1.40823798627002
"A064_bin.83.filtered"	555632	651	"p__Bacillota"	55	8	74.6	0.452947082214237	1.48131197559115
"A065_bin.110.filtered"	2729625	2374	"p__Bacillota_A"	142	26	96.51	0.580382456395746	2.00732265446224
"A065_bin.112.filtered"	978127	1003	"p__Bacillota"	85	18	64.53	0.537713678351935	1.19435545385202
"A065_bin.145.filtered"	1331324	1194	"p__Bacillota_A"	75	11	99.52	0.48160217484066	0.778794813119756
"A065_bin.162.filtered"	2471155	2371	"p__Bacillota_A"	100	20	99.56	0.572145390969206	0.776048817696415
"A065_bin.22.filtered"	2082875	2070	"p__Bacillota_A"	123	19	92.21	0.590546589496648	1.73821510297483
"A065_bin.3.filtered"	2399351	2197	"p__Bacillota_A"	120	17	96.07	0.568983039809662	1.25034324942792
"A067_bin.199.filtered"	3136391	2848	"p__Bacillota_A"	129	23	95.54	0.530267399495864	1.72906178489703
"A067_bin.31.filtered"	2386821	2262	"p__Bacillota_A"	135	19	98.59	0.582475301725383	1.34050343249428
"A067_bin.76.filtered"	1560343	1348	"p__Bacillota_A"	109	20	84.15	0.560830634579623	1.69077040427155
"A067_bin.94.filtered"	1822109	1895	"p__Bacillota_A"	109	24	79.98	0.554880557697566	1.41586575133486
"A069_bin.39.filtered"	1720017	1692	"p__Bacillota"	122	19	84.87	0.555560464993307	2.1254004576659
"A069_bin.44.filtered"	1182451	1179	"p__Actinomycetota"	97	18	85.51	0.530657811788025	1.03447749809306
"A071_bin.48.filtered"	1380672	1267	"p__Actinomycetota"	120	20	80.57	0.558802899394437	1.66209000762777
"A071_bin.67.filtered"	2254928	2268	"p__Bacillota_A"	141	20	95.55	0.58795558723171	2.19206712433257
"A079_bin.114.filtered"	3209910	2899	"p__Bacillota_A"	130	23	91.04	0.553838701038369	2.34141876430206
"A079_bin.160.filtered"	2822423	2588	"p__Bacillota_A"	129	18	70.84	0.516610065549882	2.93821510297483
"A079_bin.16.filtered"	1822418	1816	"p__Bacillota_A"	127	15	80.53	0.56671907669351	1.13928299008391
"A079_bin.203.filtered"	2444373	2187	"p__Bacillota_A"	143	24	92.93	0.607984274246332	1.57711670480549
"A079_bin.232.filtered"	2309451	2180	"p__Bacillota_A"	126	20	90.36	0.604188605297941	1.28237986270023
"A079_bin.31.filtered"	2463912	2283	"p__Bacillota_A"	127	15	99.76	0.603259267015562	1.47398932112891
"A079_bin.88.filtered"	4004051	3649	"p__Bacillota_A"	121	24	61	0.533046332045059	2.31502669717773
"A083_bin.42.filtered"	2119511	1808	"p__Bacillota_A"	138	21	90.69	0.611655175539638	1.00762776506484
"A089_bin.128.filtered"	1690114	1710	"p__Bacillota_A"	76	13	86.88	0.464731963103197	1.14355453852021
"A089_bin.193.filtered"	1894358	1557	"p__Actinomycetota"	126	34	95.18	0.539013300569976	2.18459191456903
"A089_bin.44.filtered"	1657052	1358	"p__Bacillota_A"	121	19	96.63	0.600422864900898	0.684820747520976
"A094_bin.111.filtered"	2513343	2340	"p__Bacillota_A"	115	21	91.45	0.610870352508896	1.58810068649886
"A094_bin.12.filtered"	2116082	1992	"p__Bacillota_A"	119	22	99.04	0.601770036796541	1.78474446987033
"A094_bin.13.filtered"	2859553	2606	"p__Bacillota_A"	123	26	99.47	0.570330631641176	2.2
"A094_bin.199.filtered"	1960558	1817	"p__Bacillota_A"	99	13	97.39	0.595060304668954	0.791762013729977
"A094_bin.39.filtered"	2593848	1949	"p__Bacteroidota"	93	24	75.04	0.484623739900379	1.59221967963387
"A103_bin.159.filtered"	4199896	3632	"p__Bacillota_A"	162	19	73.19	0.591708400983373	1.5211289092296
"A103_bin.90.filtered"	2410107	2272	"p__Bacillota_A"	146	23	77.31	0.570733631563691	1.7581998474447
"A103_bin.92.filtered"	988679	1112	"p__Bacillota_A"	67	13	52.13	0.467688766208323	0.738367658276125
"A103_bin.98.filtered"	3226595	2733	"p__Bacillota_A"	127	21	99.56	0.571001058156365	1.1487414187643
"A110_bin.4.filtered"	1048059	998	"p__Bacillota"	96	19	96.28	0.551726488258777	2.17040427154844
"A110_bin.88.filtered"	1656628	1600	"p__Bacillota_A"	78	20	83.85	0.513047953773141	0.632799389778795
"A114_bin.15.filtered"	1988322	1653	"p__Actinomycetota"	118	13	83.33	0.512082801168218	1.34446987032799
"A114_bin.42.filtered"	1299442	1188	"p__Bacillota_A"	117	17	52.48	0.53883506604799	2.90846681922197
"A114_bin.43.filtered"	3913942	3430	"p__Bacillota_A"	140	19	94.21	0.566927044497137	1.50511060259344
"AmatoKR_2018_AC622__bin.11"	1172309	1253	"p__Bacillota_A"	95	11	61.48	0.555787786586753	1.93119755911518
"AmatoKR_2018_AC622__bin.12"	2753351	2607	"p__Bacteroidota"	89	23	67.19	0.489754722452901	1.81052631578947
"AmatoKR_2018_AC622__bin.16"	1762302	1969	"p__Bacillota_A"	107	12	54.97	0.596345231919864	1.42929061784897
"AmatoKR_2018_AC660__bin.11"	2317380	2190	"p__Bacteroidota"	91	26	68.3	0.481303763188822	3.53699466056445
"AmatoKR_2018_AC660__bin.14"	1863644	1791	"p__Bacillota_A"	104	13	74.12	0.593821161122453	1.12997711670481
"AmatoKR_2018_AC660__bin.2"	1475822	1503	"p__Bacillota_A"	121	13	59.76	0.588137997072206	1.1487414187643
"AmatoKR_2018_AC660__bin.4"	3239262	3711	"p__Bacillota_A"	107	24	54.07	0.561714050701387	1.27932875667429
"AmatoKR_2018_AC660__bin.6"	1654664	1698	"p__Bacillota_A"	101	16	65.36	0.583867806145601	1.66193745232647
"AmatoKR_2018_AC660__bin.7"	1350922	1627	"p__Bacillota"	49	9	68.66	0.412994484869444	0.484820747520976
"AmatoKR_2018_AC665__bin.10"	2367366	2756	"p__Bacillota_A"	106	24	65.1	0.576116019765745	2.04744469870328
"AmatoKR_2018_AC665__bin.14"	2280599	2018	"p__Bacteroidota"	66	25	65.06	0.472023914777954	1.95667429443173
"AmatoKR_2018_AC665__bin.22"	2066512	1983	"p__Bacteroidota"	81	18	60.68	0.49483678014975	0.778337147215866
"AmatoKR_2018_AC665__bin.23"	2963175	2698	"p__Bacteroidota"	98	23	76.74	0.52351591883933	2.01281464530892
"AmatoKR_2018_AC665__bin.28"	2166476	1921	"p__Bacteroidota"	85	21	79.03	0.486161524920694	1.53867276887872
"AmatoKR_2018_AC665__bin.4"	1919048	2046	"p__Bacillota_A"	127	16	66.46	0.580081011899712	1.57635392829901
"AmatoKR_2018_AC665__bin.6"	2166749	2294	"p__Bacillota_A"	98	15	74.73	0.558847108887517	1.7025171624714
"AmatoKR_2018_AC665__bin.7"	1409166	1609	"p__Bacillota_A"	102	17	54.9	0.542248614841656	2.11960335621663
"AmatoKR_2018_AC665__bin.8"	1496102	1560	"p__Pseudomonadota"	114	24	92.04	0.486603189916076	2.40091533180778
"AmatoKR_2018_AC667__bin.14"	1519952	1938	"p__Bacillota_A"	73	20	62.4	0.49162239150369	0.717925247902365
"AmatoKR_2018_AC668__bin.11"	1813548	1858	"p__Bacteroidota"	79	20	53.44	0.448913402255554	1.95911517925248
"AmatoKR_2018_AC668__bin.5"	2866784	2774	"p__Bacteroidota"	121	27	81.66	0.514965323839132	2.14736842105263
"AmatoKR_2018_Ahyb1000__bin.10"	2331658	2336	"p__Actinomycetota"	139	17	55.19	0.575977185732488	2.34675819984744
"AmatoKR_2018_Ahyb1000__bin.13"	1771177	1596	"p__Verrucomicrobiota"	110	22	90.63	0.559085887901953	1.93836765827613
"AmatoKR_2018_Ahyb1000__bin.14"	1943118	1809	"p__Bacteroidota"	89	25	57.75	0.489191906822086	2.16338672768879
"AmatoKR_2018_Ahyb1000__bin.26"	2631869	2343	"p__Bacteroidota"	128	39	68.5	0.520684868674652	2.74462242562929
"AmatoKR_2018_Ahyb1000__bin.27"	1545312	1766	"p__Bacillota_A"	88	17	67.54	0.536469651810332	0.890007627765065
"AmatoKR_2018_Ahyb1000__bin.4"	2200922	2081	"p__Bacteroidota"	88	22	65.88	0.49292422536261	2.39313501144165
"AmatoKR_2018_Ahyb1000__bin.7"	2016187	1687	"p__Bacteroidota"	104	29	77.47	0.500024834020047	2.60671243325706
"AmatoKR_2018_Ahyb1000__bin.9"	2269572	2054	"p__Bacteroidota"	102	25	65.83	0.472548774553506	2.62410373760488
"AmatoKR_2018_Ahyb135__bin.13"	1556407	1513	"p__Bacillota"	83	15	65.25	0.52341401554992	2.49458428680397
"AmatoKR_2018_Ahyb135__bin.18"	1970505	1871	"p__Bacteroidota"	89	26	58.41	0.449113307844107	1.73623188405797
"AmatoKR_2018_Ahyb257__bin.10"	1746115	1921	"p__Bacillota_C"	102	16	67.04	0.516649544667477	1.11197559115179
"AmatoKR_2018_Ahyb257__bin.17"	1803827	1997	"p__Bacillota"	126	14	64.49	0.59808539895481	1.52006102212052
"AmatoKR_2018_Ahyb257__bin.9"	2241988	2395	"p__Bacillota"	119	18	55.14	0.533223893744308	2.00183066361556
"AmatoKR_2018_Ahyb401__bin.16"	1318580	1505	"p__Bacillota_A"	106	17	53.59	0.538258038278453	1.42578184591915
"AmatoKR_2018_Ahyb401__bin.17"	1554901	1370	"p__Bacillota"	95	17	63.14	0.540849462531346	1.15057208237986
"AmatoKR_2018_Ahyb411__bin.11"	1647286	1928	"p__Bacillota_A"	91	16	70.2	0.532752255241619	1.55575896262395
"AmatoKR_2018_Ahyb411__bin.13"	2260844	1925	"p__Bacteroidota"	102	23	64.74	0.484728605946894	1.21632341723875
"AmatoKR_2018_Ahyb411__bin.14"	1978670	2164	"p__Bacillota_A"	107	17	67.53	0.586059406327917	1.39466056445461
"AmatoKR_2018_Ahyb411__bin.18"	2201777	1768	"p__Bacteroidota"	73	26	68.37	0.484966027289639	1.87368421052632
"AmatoKR_2018_Ahyb411__bin.23"	1888432	2041	"p__Bacillota"	106	27	89.69	0.549765197218828	3.06117467581998
"AmatoKR_2018_Ahyb411__bin.7"	2055572	1683	"p__Bacteroidota"	76	18	61.92	0.49809506146012	0.920671243325706
"AmatoKR_2018_Ahyb411__bin.8"	2402787	2140	"p__Bacteroidota"	100	28	67.79	0.544488580106292	2.13607932875667
"AmatoKR_2018_Ahyb411__bin.9"	2561815	2490	"p__Bacillota_A"	153	19	96.41	0.553647481009154	2.08146453089245
"AmatoKR_2018_APAL36__bin.13"	1492865	1518	"p__Bacillota_A"	107	15	72.9	0.563400476457488	1.25675057208238
"AmatoKR_2018_APAL36__bin.2"	1135780	1179	"p__Bacillota_A"	108	22	65.06	0.54468449182824	1.86544622425629
"AmatoKR_2018_APAL36__bin.4"	1985207	1736	"p__Bacteroidota"	84	21	90.94	0.450258285844684	1.72707856598017
"AmatoKR_2018_APAL36__bin.5"	2400591	2016	"p__Bacteroidota"	104	30	74.25	0.504601440902181	2.67215865751335
"AmatoKR_2018_APAL36__bin.7"	1602664	1499	"p__Bacillota_A"	118	19	86.19	0.57555857029307	1.29610983981693
"AmatoKR_2018_APAL36__bin.9"	3182725	2944	"p__Bacteroidota"	94	18	78.66	0.511179247582624	0.762166285278413
"AmatoKR_2018_APAL37__bin.11"	1465193	1662	"p__Bacillota_A"	101	15	59.12	0.569125121839263	1.39435545385202
"AmatoKR_2018_APAL37__bin.12"	2511275	2346	"p__Bacteroidota"	94	22	64.91	0.510896040704334	1.80579710144928
"AmatoKR_2018_APAL37__bin.17"	1725825	1907	"p__Campylobacterota"	111	27	78.93	0.444755662015517	2.8372234935164
"AmatoKR_2018_APAL37__bin.20"	2147340	1851	"p__Bacteroidota"	89	17	95.01	0.522778247588743	1.15758962623951
"AmatoKR_2018_APAL37__bin.7"	2164601	1803	"p__Bacteroidota"	108	26	84.42	0.511878338501622	2.52677345537757
"AmatoKR_2018_APAL37__bin.8"	3399851	3625	"p__Bacillota_A"	94	19	80.36	0.536174190816362	1.24744469870328
"AmatoKR_2018_APAL38__bin.13"	2018245	2085	"p__Bacillota_A"	86	13	91.98	0.568191278656227	0.819832189168574
"AmatoKR_2018_APAL38__bin.1"	1651789	1821	"p__Bacillota_A"	113	18	72.22	0.572699441965679	0.938215102974828
"AmatoKR_2018_APAL39__bin.4"	1283093	1148	"p__Bacillota_A"	99	13	92.21	0.584250224168717	1.20854309687262
"AmatoKR_2018_APAL39__bin.6"	2692103	2558	"p__Bacteroidota"	80	27	69.35	0.44615946784768	3.39969488939741
"AmatoKR_2018_Apalw13__bin.2"	1644029	1520	"p__Bacteroidota"	109	17	97.16	0.54175096787824	2.13302822273074
"AmatoKR_2018_APF103__bin.13"	2245005	1891	"p__Bacteroidota"	113	33	95.91	0.51320038495863	2.69138062547674
"AmatoKR_2018_APF103__bin.20"	2209629	2234	"p__Bacillota_A"	114	12	75.36	0.605069740669638	1.07002288329519
"AmatoKR_2018_APF103__bin.22"	2519378	1958	"p__Bacteroidota"	94	20	82.62	0.487769950411576	0.817391304347826
"AmatoKR_2018_APF103__bin.24"	2384837	2425	"p__Bacillota_A"	103	17	91.8	0.537642764736447	1.0512585812357
"AmatoKR_2018_APF103__bin.4"	1998531	2068	"p__Bacillota_A"	104	17	66.64	0.571304628399386	1.4509534706331
"AmatoKR_2018_APF103__bin.5"	2285206	2091	"p__Bacteroidota"	81	26	81.22	0.442906741772956	2.66193745232647
"AmatoKR_2018_APF104__bin.14"	2329348	2131	"p__Bacteroidota"	103	27	70.81	0.477016070309583	3.5581998474447
"AmatoKR_2018_APF104__bin.15"	1657463	1552	"p__Bacillota_A"	109	10	90.48	0.589422029675832	0.574828375286041
"AmatoKR_2018_APF104__bin.18"	1537842	1438	"p__Bacillota_A"	92	12	73.89	0.545138231134002	1.38260869565217
"AmatoKR_2018_APF104__bin.19"	1460218	1494	"p__Pseudomonadota"	84	20	95.58	0.471862805081724	1.65949656750572
"AmatoKR_2018_APF104__bin.24"	1554953	1861	"p__Bacillota"	75	16	75.07	0.522634017894105	0.649427917620137
"AmatoKR_2018_APF104__bin.6"	1217041	1274	"p__Bacillota_A"	111	16	68.68	0.564008904142585	1.28695652173913
"AmatoKR_2018_APF104__bin.8"	1576001	1552	"p__Bacillota_A"	106	11	87.17	0.594054269021261	0.6465293668955
"AmatoKR_2018_APF105__bin.11"	2137518	2146	"p__Cyanobacteriota"	130	31	93.04	0.503324540775031	2.4093058733791
"AmatoKR_2018_APF105__bin.13"	1496953	1478	"p__Bacteroidota"	77	19	84.37	0.476430578595862	1.43661327231121
"AmatoKR_2018_APF105__bin.4"	2008566	1583	"p__Bacteroidota"	96	27	81.25	0.484338975541451	3.0280701754386
"AmatoKR_2018_APF106__bin.10"	2430237	2052	"p__Bacteroidota"	98	27	87.89	0.469972255512331	1.81617086193745
"AmatoKR_2018_APF106__bin.18"	1157932	1237	"p__Bacillota"	77	13	87.51	0.524489096031088	2.94843630816171
"AmatoKR_2018_APF106__bin.20"	2804597	2448	"p__Bacteroidota"	107	33	82.9	0.503512837828472	2.99664378337147
"AmatoKR_2018_APF106__bin.22"	1704039	1588	"p__Bacteroidota"	86	25	61.14	0.428363687866812	2.16659038901602
"AmatoKR_2018_APF106__bin.7"	1504355	1815	"p__Cyanobacteriota"	73	15	65.08	0.469591823057158	1.62410373760488
"AmatoKR_2018_APF36__bin.11"	1515821	1483	"p__Bacillota_A"	96	17	81.43	0.544448768278575	1.43569794050343
"AmatoKR_2018_APF36__bin.13"	1337434	1245	"p__Bacillota_A"	75	15	91.29	0.540353903678036	1.8094584286804
"AmatoKR_2018_APF36__bin.2"	1640506	1493	"p__Verrucomicrobiota"	84	22	95.74	0.554705017504785	2.19176201372998
"AmatoKR_2018_APF36__bin.3"	2336520	1984	"p__Bacteroidota"	105	24	77.41	0.503909811764014	2.74843630816171
"AmatoKR_2018_APF36__bin.5"	2256130	2086	"p__Bacteroidota"	77	32	85.1	0.452379066338726	2.16598016781083
"AmatoKR_2018_APF37__bin.20"	1701486	1650	"p__Bacillota_A"	92	11	81.54	0.554242760874769	1.01525553012967
"AmatoKR_2018_APF37__bin.4"	1752281	1784	"p__Bacillota_A"	101	19	79.76	0.57824893192639	1.3580472921434
"AmatoKR_2018_APF37__bin.6"	2828414	2514	"p__Bacteroidota"	123	34	77.7	0.50349746999264	1.6836003051106
"AmatoKR_2018_APF38__bin.18"	1438814	1752	"p__Bacillota_A"	57	17	65.86	0.426416871667157	1.04988558352403
"AmatoKR_2018_APF38__bin.21"	1071125	1278	"p__Bacillota_A"	101	11	55.58	0.589342410640608	1.36506483600305
